"LOCUS"	"LENGTH"	"RECORD_DATE"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"strain"	"segment"	"gene"	"product"	"codon_start"	"note"	"COMPLEMENT"	"position"	"regAssign"
"DQ164919"	" 639"	"21-OCT-2013"	"-1"	"Lebanon"	"-1"	"O"	"O/LEB/1/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164918"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/31/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164917"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/30/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164916"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/28/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164915"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/23/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164914"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/21/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164913"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/19/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164912"	" 636"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/17/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>636"	"1"
"DQ164911"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/13/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164910"	" 636"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/12/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>636"	"1"
"DQ164909"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/11/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164908"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/3/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164907"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/4/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164906"	" 639"	"21-OCT-2013"	"-1"	"Laos"	"-1"	"O"	"O/LAO/4/98"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164905"	" 639"	"21-OCT-2013"	"-1"	"Kuwait"	"-1"	"O"	"O/KUW/1/98"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164904"	" 639"	"21-OCT-2013"	"-1"	"Kuwait"	"-1"	"O"	"O/KUW/3/97"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164903"	" 637"	"21-OCT-2013"	"-1"	"Jordan"	"-1"	"O"	"O/JOR/2/95"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>637"	"1"
"DQ164902"	" 639"	"21-OCT-2013"	"-1"	"Israel"	"-1"	"O"	"O/ISR/4/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164901"	" 639"	"21-OCT-2013"	"-1"	"Israel"	"-1"	"O"	"O/ISR/3/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164900"	" 639"	"21-OCT-2013"	"-1"	"Israel"	"-1"	"O"	"O/ISR/2/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164899"	" 639"	"21-OCT-2013"	"-1"	"Israel"	"-1"	"O"	"O/ISR/2/88"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164898"	" 638"	"21-OCT-2013"	"-1"	"Iran"	"-1"	"O"	"O/IRN/15/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"3"	"1D"	"FALSE"	"<1..>638"	"1"
"DQ164897"	" 639"	"21-OCT-2013"	"-1"	"Iran"	"-1"	"O"	"O/IRN/67/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164896"	" 639"	"21-OCT-2013"	"-1"	"Iran"	"-1"	"O"	"O/IRN/61/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164895"	" 639"	"21-OCT-2013"	"-1"	"Iran"	"-1"	"O"	"O/IRN/58/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164894"	" 639"	"21-OCT-2013"	"-1"	"Iran"	"-1"	"O"	"O/IRN/41/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164893"	" 639"	"21-OCT-2013"	"-1"	"Iran"	"-1"	"O"	"O/IRN/16/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164892"	" 639"	"21-OCT-2013"	"-1"	"Iran"	"-1"	"O"	"O/IRN/1/2000"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164891"	" 639"	"21-OCT-2013"	"-1"	"Ireland"	"-1"	"O"	"O/IRL/134/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164890"	" 639"	"21-OCT-2013"	"-1"	"India"	"-1"	"O"	"O5/IND/1/62"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164889"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/12/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164888"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/11/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164887"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/10/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164886"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/9/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164885"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/8/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164884"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/7/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164883"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/6/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164882"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/4/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164881"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/3/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164880"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/3/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164879"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/2/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164878"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/3/2002"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164877"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/1/2002"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164876"	" 638"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/19/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"3"	"1D"	"FALSE"	"<1..>638"	"1"
"DQ164875"	" 639"	"21-OCT-2013"	"-1"	"Hong Kong"	"-1"	"O"	"O/HKN/4/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164874"	" 634"	"21-OCT-2013"	"-1"	"Greece"	"-1"	"O"	"O/GRE/18/96"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>634"	"1"
"DQ164873"	" 639"	"21-OCT-2013"	"-1"	"Greece"	"-1"	"O"	"O/GRE/23/94"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164872"	" 639"	"21-OCT-2013"	"-1"	"France"	"-1"	"O"	"O/FRA/1/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164871"	" 639"	"21-OCT-2013"	"-1"	"Egypt"	"-1"	"O"	"O1/Sharquia/EGY/72"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164870"	" 639"	"21-OCT-2013"	"-1"	"Bhutan"	"-1"	"O"	"O/BHU/39/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164869"	" 639"	"21-OCT-2013"	"-1"	"Bhutan"	"-1"	"O"	"O/BHU/31/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164868"	" 639"	"21-OCT-2013"	"-1"	"Bhutan"	"-1"	"O"	"O/BHU/27/2004"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164867"	" 639"	"21-OCT-2013"	"-1"	"Bhutan"	"-1"	"O"	"O/BHU/49/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164866"	" 639"	"21-OCT-2013"	"-1"	"Bhutan"	"-1"	"O"	"O/BHU/25/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164865"	" 639"	"21-OCT-2013"	"-1"	"Bhutan"	"-1"	"O"	"O/BHU/15/2003"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164864"	" 639"	"21-OCT-2013"	"-1"	"Bhutan"	"-1"	"O"	"O/BHU/7/2002"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164863"	" 639"	"21-OCT-2013"	"-1"	"Bahrain"	"-1"	"O"	"O/BAR/1/2001"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"DQ164862"	" 639"	"21-OCT-2013"	"-1"	"Bahrain"	"-1"	"O"	"O/BAR/6/99"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"1D"	"FALSE"	"<1..>639"	"1"
"KF305227"	" 639"	"05-OCT-2013"	"cattle"	"Ghana: Lambussie Karni District"	"23-Apr-2012"	"O"	"O/Lam/GHA/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"KF207887"	" 636"	"19-AUG-2013"	"cattle"	"Kenya: Western Kenya, Kwanza District"	"29-Dec-2010"	"O"	"K251/2010"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>636"	"1"
"KF207886"	" 636"	"19-AUG-2013"	"cattle"	"Kenya: Central region, Thika West District"	"17-Dec-2010"	"O"	"K241/2010"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>636"	"1"
"KF207885"	" 636"	"19-AUG-2013"	"cattle"	"Kenya: Rift Valley region, Laikipia District"	"26-Aug-2010"	"O"	"K182/2010"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>636"	"1"
"KF207884"	" 636"	"19-AUG-2013"	"cattle"	"Kenya: Rift Valley region, Baringo District"	"08-Apr-2011"	"O"	"K47/2011"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>636"	"1"
"KF207883"	" 636"	"19-AUG-2013"	"cattle"	"Kenya: Rift Valley region, Rongai District"	"02-Mar-2011"	"O"	"K38/2011"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>636"	"1"
"KF207882"	" 636"	"19-AUG-2013"	"cattle"	"Kenya: Nyanza region, Siaya District"	"12-Feb-2011"	"O"	"K31/2011"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>636"	"1"
"KF207881"	" 636"	"19-AUG-2013"	"cattle"	"Kenya: Central region, Thika District"	"04-Feb-2011"	"O"	"K24/2011"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>636"	"1"
"KF135293"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Masaba, Rift Valley province"	"22-Sep-2011"	"O"	"KEN/16/2011 (K98/11)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135292"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Gilgil, Rift Valley province"	"18-Sep-2011"	"O"	"KEN/15/2011 (K91/11)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135291"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Rongai, Rift Valley province"	"19-Feb-2011"	"O"	"KEN/6/2011 (K33/11)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135290"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Nyandarua, Central province"	"15-Feb-2011"	"O"	"KEN/5/2011 (K32/11)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135289"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Thika-West, Central province"	"12-Jan-2011"	"O"	"KEN/1/2011 (K10/11)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135288"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Koibatek, Rift Valley province"	"23-Dec-2010"	"O"	"KEN/152/2010 (K249/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135287"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Kajiado, Rift Valley province"	"01-Dec-2010"	"O"	"KEN/151/2010 (K233/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135286"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Kinango, Coast province"	"22-Nov-2010"	"O"	"KEN/150/2010 (K224/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135285"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Rongai, Rift Valley province"	"17-Nov-2010"	"O"	"KEN/148/2010 (K222/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135284"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Nakuru, Rift Valley province"	"16-Nov-2010"	"O"	"KEN/146/2010 (K220/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135283"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Kericho, Rift Valley province"	"19-Oct-2010"	"O"	"KEN/145/2010 (K211/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135282"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Transmara, Rift Valley province"	"06-Jul-2010"	"O"	"KEN/137/2010 (K152/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135281"	" 642"	"18-AUG-2013"	"cattle"	"Kenya: Eldoret, Rift Valley province"	"28-Apr-2010"	"O"	"KEN/100/2010 (K72/10)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>642"	"1"
"KF135280"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Bondo, Nyanza province"	"01-Feb-2009"	"O"	"KEN/10/2009 (K29/09)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135279"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Kipkelion, Rift Valley province"	"01-Feb-2009"	"O"	"KEN/6/2009 (K16/09)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135278"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Molo, Rift Valley province"	"01-Dec-2008"	"O"	"KEN/36/2008 (K104/08)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135277"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Nakuru, Rift valley province"	"06-Feb-2008"	"O"	"KEN/4/2008 (K6/08)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135276"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Thika, Central province"	"23-Jan-2008"	"O"	"KEN/3/2008 (K4/08)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135275"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Imenti-North, Eastern province"	"23-Jul-2007"	"O"	"KEN/12/2007 (K57/07)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135274"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Kiambu, Central province"	"15-Jul-2005"	"O"	"KEN/27/2005 (K46/05)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135273"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Kiambu, Central province"	"21-Jul-2005"	"O"	"KEN/14/2005 (K48/05)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135272"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Nyeri, Central province"	"26-Jan-2005"	"O"	"KEN/4/2005 (K7/05)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135271"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Marsabit, North-Eastern province"	"24-Dec-2004"	"O"	"KEN/30/2004 (K176/04)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135270"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Machakos, Eastern province"	"21-Oct-2004"	"O"	"KEN/29/2004 (K170/04)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135269"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Murang'a, Central province"	"30-Jul-2004"	"O"	"KEN/24/2004 (K139/04)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135268"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Busia, Western province"	"29-Jul-2002"	"O"	"KEN/3/2002 (K56/02)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135267"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Kiambu, Central province"	"07-Jan-1999"	"O"	"KEN/1/99 (K1/99)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KF135266"	" 639"	"18-AUG-2013"	"cattle"	"Kenya: Machakos, Eastern province"	"25-Jun-1998"	"O"	"KEN/7/98 (K30/98)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>639"	"1"
"KC924746"	" 538"	"11-AUG-2013"	"-1"	"-1"	"-1"	"-1"	"A/Rafah/Gaza/164294/2013"	"-1"	"-1"	"vp1"	"VP1"	"2"	"-1"	"FALSE"	"<1..>538"	"1"
"KC888939"	" 683"	"23-JUN-2013"	"cattle"	"Egypt"	"-1"	"A"	"A/Egy/Qaliubia/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>683"	"1"
"KC888938"	" 683"	"23-JUN-2013"	"cattle"	"Egypt"	"-1"	"A"	"A/Egy/Menoufia/2010"	"-1"	"-1"	"-1"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>683"	"1"
"KC888937"	" 662"	"23-JUN-2013"	"cattle"	"Egypt"	"-1"	"A"	"A/Egy/Sharquia/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>662"	"1"
"KC506564"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"16-Jan-2012"	"O"	"O/IND82/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506563"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"16-Dec-2011"	"O"	"O/IND36/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506562"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"14-Oct-2011"	"O"	"O/IND169/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506561"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"18-Oct-2011"	"O"	"O/IND170/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506560"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"10-Nov-2011"	"O"	"O/IND195/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506559"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"07-Oct-2011"	"O"	"O/IND166/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506558"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"07-Oct-2011"	"O"	"O/IND167/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506557"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"07-Oct-2011"	"O"	"O/IND165/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506556"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"07-Oct-2011"	"O"	"O/IND164/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506555"	" 639"	"18-JUN-2013"	"cattle"	"India: Andhra Pradesh"	"17-Sep-2011"	"O"	"O/IND192/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506554"	" 639"	"18-JUN-2013"	"cattle"	"India: Tamilnadu"	"Nov-2011"	"O"	"O/IND179/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506553"	" 639"	"18-JUN-2013"	"cattle"	"India: Kerala"	"14-Oct-2011"	"O"	"O/IND182/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506552"	" 639"	"18-JUN-2013"	"cattle"	"India: Tamilnadu"	"Dec-2011"	"O"	"O/IND1/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506551"	" 639"	"18-JUN-2013"	"cattle"	"India: Tamilnadu"	"2011"	"O"	"O/IND3/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506550"	" 639"	"18-JUN-2013"	"buffalo"	"India: Tamilnadu"	"2011"	"O"	"O/IND18/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506549"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"30-Jan-2012"	"O"	"O/IND91/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506548"	" 639"	"18-JUN-2013"	"cattle"	"India: Karnataka"	"30-Jan-2012"	"O"	"O/IND92/2012"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"KC506547"	" 639"	"18-JUN-2013"	"cattle"	"India: Tamilnadu"	"Dec-2011"	"O"	"O/IND189/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
